Z-XX-A-m;n;p;Svyazey;X;Y;Z;centrX;centrY;centrZ;Centrobeg;He4;He3;H3;H2;p;n;n1;n2;n3;n4;n5;n6;p1;p2;p3;p4;p5;p6;Binding
52-Te-109;57;52;244;85;86;73;5,486238532;5,504587156;4,311926606;214,8937688;25;0;2;0;0;3;0;3;14;20;4;16;0;0;6;22;6;18;906,716
52-Te-110;58;52;246;86;86;74;5,5;5,5;4,290909091;216,4856608;25;0;2;0;0;4;0;4;14;20;4;16;0;0;6;20;8;18;919,457
52-Te-111;59;52;248;86;87;75;5,504504505;5,477477477;4,279279279;219,0216276;25;0;2;0;0;5;0;5;14;20;4;16;0;0;6;19;8;19;928,729
52-Te-112;60;52;250;86;88;76;5,5;5,5;4,267857143;221,5846803;25;0;2;0;0;6;0;6;14;20;4;16;0;0;6;18;8;20;940,62
52-Te-113;61;52;252;87;88;77;5,477876106;5,504424779;4,256637168;224,1208931;25;0;2;0;0;7;0;7;14;20;4;16;0;0;6;17;8;21;949,742
52-Te-114;62;52;254;88;88;78;5,5;5,5;4,245614035;226,6836999;25;0;2;0;0;8;0;8;14;20;4;16;0;0;6;16;8;22;961,353
52-Te-115;63;52;256;88;89;79;5,486956522;5,47826087;4,234782609;229,5857598;25;0;2;0;0;9;0;9;14;20;4;16;0;0;5;16;9;22;969,595
52-Te-115-m 0,020 MeV;63;52;256;88;89;79;5,513043478;5,52173913;4,234782609;229,5857598;25;0;2;0;0;9;0;9;14;20;4;16;0;0;5;16;9;22;969,575
52-Te-115-m 0,280 MeV;63;52;256;89;88;79;5,47826087;5,486956522;4,234782609;229,5857598;25;0;2;0;0;9;0;9;14;20;4;16;0;0;5;16;9;22;969,595
52-Te-116;64;52;258;88;90;80;5,5;5,5;4,224137931;232,5146518;25;0;2;0;0;10;0;10;14;20;4;16;0;0;4;16;10;22;980,877
52-Te-117;65;52;260;89;90;81;5,478632479;5,487179487;4,213675214;235,4167877;25;0;2;0;0;11;0;11;14;20;4;16;0;0;4;14;12;22;988,774
52-Te-117-m 0,296 MeV;65;52;260;89;90;81;5,521367521;5,512820513;4,213675214;235,4167877;25;0;2;0;0;11;0;11;14;20;4;16;0;0;4;14;12;22;988,774
52-Te-118;66;52;262;90;90;82;5,5;5,5;4,203389831;238,3456036;25;0;2;0;0;12;0;12;14;20;4;16;0;0;4;12;14;22;999,471
52-Te-119;67;52;264;90;91;83;5,495798319;5,478991597;4,218487395;240,8822511;25;0;2;0;0;13;0;13;14;20;4;16;0;0;4;10;16;22;1007,005
52-Te-119-m 0,261 MeV;67;52;264;90;91;83;5,504201681;5,521008403;4,218487395;240,8822511;25;0;2;0;0;13;0;13;14;20;4;16;0;0;4;10;16;22;1006,744
52-Te-120;68;52;266;90;92;84;5,5;5,5;4,233333333;243,4446232;25;0;2;0;0;14;0;14;14;20;4;16;0;0;4;8;18;22;1017,297
52-Te-121;69;52;268;91;92;85;5,479338843;5,495867769;4,247933884;245,9814924;25;0;2;0;0;15;0;15;14;20;4;16;0;0;4;6;20;22;1024,514
52-Te-121-m 0,294 MeV;69;52;268;91;92;85;5,520661157;5,504132231;4,247933884;245,9814924;25;0;2;0;0;15;0;15;14;20;4;16;0;0;4;6;20;22;1024,224
52-Te-122;70;52;270;92;92;86;5,5;5,5;4,262295082;248,5436427;25;0;2;0;0;16;0;16;14;20;4;16;0;0;4;4;22;22;1034,35
52-Te-123;71;52;271;92;92;87;5,504065041;5,495934959;4,235772358;249,2456354;25;0;2;0;0;17;1;16;14;20;4;16;0;0;4;4;21;23;1041,279
52-Te-123-m 0,247 MeV;71;52;271;92;92;87;5,495934959;5,504065041;4,235772358;249,2456354;25;0;2;0;0;17;1;16;14;20;4;16;0;0;4;4;21;23;1041,032
52-Te-124;72;52;272;92;92;88;5,5;5,5;4,209677419;249,9578562;25;0;2;0;0;18;2;16;14;20;4;16;0;0;4;4;20;24;1050,703
52-Te-125;73;52;273;92;92;89;5,488;5,488;4,192;252,0680528;25;0;2;0;0;19;3;16;14;20;4;16;0;0;4;4;19;25;1057,273
52-Te-125-m 0,145 MeV;73;52;273;92;92;89;5,512;5,512;4,192;252,0680528;25;0;2;0;0;19;3;16;14;20;4;16;0;0;4;4;19;25;1057,128
52-Te-126;74;52;274;92;92;90;5,5;5,5;4,174603175;254,2004969;25;0;2;0;0;20;4;16;14;20;4;16;0;0;4;4;18;26;1066,386
52-Te-127;75;52;275;92;92;91;5,519685039;5,480314961;4,165354331;257,7234401;25;0;2;0;0;21;5;16;14;20;4;16;0;0;3;5;18;26;1072,674
52-Te-127-m 0,088 MeV;75;52;275;92;92;91;5,480314961;5,519685039;4,165354331;257,7234401;25;0;2;0;0;21;5;16;14;20;4;16;0;0;3;5;18;26;1072,586
52-Te-128;76;52;276;92;92;92;5,5;5,5;4,15625;261,2715647;25;0;2;0;0;22;6;16;14;20;4;16;0;0;2;6;18;26;1081,457
52-Te-129;77;52;277;92;93;92;5,503875969;5,472868217;4,15503876;264,7947207;25;0;2;0;0;23;7;16;14;20;4;16;0;0;2;6;17;27;1087,54
52-Te-129-m 0,105 MeV;77;52;277;92;93;92;5,496124031;5,527131783;4,15503876;264,7947207;25;0;2;0;0;23;7;16;14;20;4;16;0;0;2;6;17;27;1087,434
52-Te-130;78;52;278;92;94;92;5,5;5,5;4,153846154;268,3426325;25;0;2;0;0;24;8;16;14;20;4;16;0;0;2;6;16;28;1095,959
52-Te-131;79;52;279;93;94;92;5,473282443;5,503816794;4,152671756;271,8659414;25;0;2;0;0;25;9;16;14;20;4;16;0;0;2;6;15;29;1101,888
52-Te-131-m 0,182 MeV;79;52;279;93;94;92;5,526717557;5,496183206;4,152671756;271,8659414;25;0;2;0;0;25;9;16;14;20;4;16;0;0;2;6;15;29;1101,706
52-Te-131-m 1,940 MeV;79;52;279;92;95;92;5,488549618;5,473282443;4,152671756;272,1388039;25;0;2;0;0;25;9;16;14;20;4;16;0;0;2;6;15;29;1099,948
52-Te-132;80;52;280;94;94;92;5,5;5,5;4,151515152;275,4137004;25;0;2;0;0;26;10;16;14;20;4;16;0;0;2;6;14;30;1109,933
52-Te-132-m 1,925 MeV;80;52;280;93;95;92;5,462121212;5,477272727;4,151515152;275,6566843;25;0;2;0;0;26;10;16;14;20;4;16;0;0;2;6;14;30;1108,008
52-Te-132-m 2,723 MeV;80;52;280;93;95;92;5,484848485;5,53030303;4,151515152;275,667806;25;0;2;0;0;26;10;16;14;20;4;16;0;0;2;6;14;30;1107,21
52-Te-133;81;52;281;94;95;92;5,488721805;5,473684211;4,15037594;279,210007;25;0;2;0;0;27;11;16;14;20;4;16;0;0;2;6;13;31;1115,768
52-Te-133-m 0,334 MeV;81;52;281;94;95;92;5,511278195;5,526315789;4,15037594;279,210007;25;0;2;0;0;27;11;16;14;20;4;16;0;0;2;6;13;31;1115,433
52-Te-134;82;52;282;94;96;92;5,5;5,5;4,149253731;283,0294735;25;0;2;0;0;28;12;16;14;20;4;16;0;0;2;6;12;32;1123,453
52-Te-135;83;52;283;95;96;92;5,474074074;5,488888889;4,148148148;286,8258022;25;0;2;0;0;29;13;16;14;20;4;16;0;0;2;6;11;33;1126,796
52-Te-135-m 1,555 MeV;83;52;283;95;96;92;5,525925926;5,511111111;4,148148148;286,8258022;25;0;2;0;0;29;13;16;14;20;4;16;0;0;2;6;11;33;1125,236
52-Te-136;84;52;284;96;96;92;5,5;5,5;4,147058824;290,6452466;25;0;2;0;0;30;14;16;14;20;4;16;0;0;2;6;10;34;1131,467
52-Te-137;85;52;285;96;97;92;5,518248175;5,474452555;4,145985401;294,9350724;25;0;2;0;0;31;15;16;14;20;4;16;0;0;2;5;11;34;1134,669
52-Te-138;86;52;286;96;98;92;5,5;5,5;4,144927536;299,2475718;25;0;2;0;0;32;16;16;14;20;4;16;0;0;2;4;12;34;1139,11
52-Te-139;87;52;287;97;98;92;5,474820144;5,517985612;4,143884892;303,5372998;25;0;2;0;0;33;17;16;14;20;4;16;0;0;2;4;11;35;1142,052
52-Te-140;88;52;288;98;98;92;5,5;5,5;4,142857143;307,8498971;25;0;2;0;0;34;18;16;14;20;4;16;0;0;2;4;10;36;1146,323
52-Te-141;89;52;289;98;99;92;5,496453901;5,475177305;4,14893617;311,373604;25;0;2;0;0;35;19;16;14;20;4;16;0;0;2;4;9;37;1148,995
52-Te-142;90;52;290;98;100;92;5,5;5,5;4,154929577;314,9209649;25;0;2;0;0;36;20;16;14;20;4;16;0;0;2;4;8;38;1152,866
53-I-108;55;53;243;85;86;72;5,518518519;5,472222222;4,37037037;213,8181624;26;0;1;0;0;1;0;1;12;22;3;17;0;0;8;24;3;18;882,952
53-I-109;56;53;245;85;87;73;5,513761468;5,486238532;4,348623853;215,4319262;26;0;1;0;0;2;0;2;12;22;3;17;0;0;7;24;4;18;895,933
53-I-110;57;53;247;86;87;74;5,5;5,490909091;4,327272727;217,0237561;26;0;1;0;0;3;0;3;12;22;3;17;0;0;7;22;6;18;906,695
53-I-111;58;53;249;87;87;75;5,513513514;5,486486486;4,306306306;218,5943621;26;0;1;0;0;4;0;4;12;22;3;17;0;0;7;20;8;18;919,366
53-I-112;59;53;251;87;88;76;5,517857143;5,464285714;4,294642857;221,1085349;26;0;1;0;0;5;0;5;12;22;3;17;0;0;7;19;8;19;929,638
53-I-113;60;53;253;87;89;77;5,513274336;5,486725664;4,283185841;223,6935346;26;0;1;0;0;6;0;6;12;22;3;17;0;0;7;18;8;20;941,739
53-I-114;61;53;255;88;89;78;5,49122807;5,49122807;4,271929825;226,251508;26;0;1;0;0;7;0;7;12;22;3;17;0;0;7;17;8;21;951,481
53-I-114-m 0,266 MeV;61;53;255;88;89;78;5,535087719;5,48245614;4,271929825;226,2082815;26;0;1;0;0;7;0;7;12;22;3;17;0;0;7;17;8;21;951,181
53-I-115;62;53;257;89;89;79;5,513043478;5,486956522;4,260869565;228,7927042;26;0;1;0;0;8;0;8;12;22;3;17;0;0;7;16;8;22;963,092
53-I-116;63;53;259;89;90;80;5,5;5,465517241;4,25;231,6885223;26;0;1;0;0;9;0;9;12;22;3;17;0;0;6;16;9;22;972,314
53-I-117;64;53;261;89;91;81;5,512820513;5,487179487;4,239316239;234,6238698;26;0;1;0;0;10;0;10;12;22;3;17;0;0;5;16;10;22;983,326
53-I-118;65;53;263;90;91;82;5,491525424;5,474576271;4,228813559;237,5325957;26;0;1;0;0;11;0;11;12;22;3;17;0;0;5;14;12;22;991,938
53-I-118-m 0,104 MeV;65;53;263;90;91;82;5,533898305;5,5;4,228813559;237,5199395;26;0;1;0;0;11;0;11;12;22;3;17;0;0;5;14;12;22;991,834
53-I-119;66;53;265;91;91;83;5,512605042;5,487394958;4,218487395;240,455028;26;0;1;0;0;12;0;12;12;22;3;17;0;0;5;12;14;22;1002,799
53-I-120;67;53;267;91;92;84;5,508333333;5,466666667;4,233333333;242,9780694;26;0;1;0;0;13;0;13;12;22;3;17;0;0;5;10;16;22;1010,9
53-I-120-m 0,320 MeV;67;53;267;91;92;84;5,516666667;5,508333333;4,233333333;243,0056927;26;0;1;0;0;13;0;13;12;22;3;17;0;0;5;10;16;22;1010,58
53-I-121;68;53;269;91;93;85;5,512396694;5,487603306;4,247933884;245,5542313;26;0;1;0;0;14;0;14;12;22;3;17;0;0;5;8;18;22;1021,469
53-I-122;69;53;271;92;93;86;5,491803279;5,483606557;4,262295082;248,1047911;26;0;1;0;0;15;0;15;12;22;3;17;0;0;5;6;20;22;1029,333
53-I-123;70;53;273;93;93;87;5,512195122;5,487804878;4,276422764;250,6534289;26;0;1;0;0;16;0;16;12;22;3;17;0;0;5;4;22;22;1039,268
53-I-124;71;53;275;93;94;88;5,524193548;5,467741935;4,290322581;253,5316342;26;0;1;0;0;17;0;17;12;22;3;17;0;0;4;4;23;22;1046,76
53-I-125;72;53;277;94;94;89;5,544;5,456;4,304;256,3873522;26;0;1;0;0;18;0;18;12;22;3;17;0;0;4;2;25;22;1056,304
53-I-126;73;53;278;94;94;90;5,547619048;5,452380952;4,277777778;257,0247993;26;0;1;0;0;19;1;18;12;22;3;17;0;0;4;2;24;23;1063,449
53-I-127;74;53;279;94;94;91;5,543307087;5,456692913;4,251968504;257,8021237;26;0;1;0;0;20;2;18;12;22;3;17;0;0;4;2;23;24;1072,594
53-I-128;75;53;280;94;94;92;5,53125;5,4453125;4,234375;259,9137981;26;0;1;0;0;21;3;18;12;22;3;17;0;0;4;2;22;25;1079,42
53-I-129;76;53;281;94;94;93;5,542635659;5,457364341;4,217054264;262,0470535;26;0;1;0;0;22;4;18;12;22;3;17;0;0;4;2;21;26;1088,257
53-I-130;77;53;282;94;94;94;5,561538462;5,438461538;4,207692308;265,4943958;26;0;1;0;0;23;5;18;12;22;3;17;0;0;3;3;21;26;1094,757
53-I-130-m 0,040 MeV;77;53;282;94;94;94;5,523076923;5,476923077;4,207692308;265,6459568;26;0;1;0;0;23;5;18;12;22;3;17;0;0;3;3;21;26;1094,717
53-I-131;78;53;283;94;94;95;5,541984733;5,458015267;4,198473282;269,1186605;26;0;1;0;0;24;6;18;12;22;3;17;0;0;2;4;21;26;1103,341
53-I-132;79;53;284;94;95;95;5,545454545;5,431818182;4,196969697;272,5819319;26;0;1;0;0;25;7;18;12;22;3;17;0;0;2;4;20;27;1109,669
53-I-132-m 0,120 MeV;79;53;284;94;95;95;5,537878788;5,484848485;4,196969697;272,7028123;26;0;1;0;0;25;7;18;12;22;3;17;0;0;2;4;20;27;1109,669
53-I-133;80;53;285;94;96;95;5,541353383;5,458646617;4,195488722;276,1906314;26;0;1;0;0;26;8;18;12;22;3;17;0;0;2;4;19;28;1117,927
53-I-133-m 1,634 MeV;80;53;285;95;95;95;5,518796992;5,436090226;4,195488722;276,1741638;26;0;1;0;0;26;8;18;12;22;3;17;0;0;2;4;19;28;1116,292
53-I-134;81;53;286;95;96;95;5,514925373;5,462686567;4,194029851;279,7742594;26;0;1;0;0;27;9;18;12;22;3;17;0;0;2;4;18;29;1124,184
53-I-134-m 0,317 MeV;81;53;286;95;96;95;5,567164179;5,455223881;4,194029851;279,6547222;26;0;1;0;0;27;9;18;12;22;3;17;0;0;2;4;18;29;1123,867
53-I-135;82;53;287;96;96;95;5,540740741;5,459259259;4,192592593;283,2625953;26;0;1;0;0;28;10;18;12;22;3;17;0;0;2;4;17;30;1131,972
53-I-136;83;53;288;96;97;95;5,529411765;5,433823529;4,191176471;287,0317498;26;0;1;0;0;29;11;18;12;22;3;17;0;0;2;4;16;31;1135,755
53-I-136-m 0,640 MeV;83;53;288;96;97;95;5,551470588;5,485294118;4,191176471;287,0880314;26;0;1;0;0;29;11;18;12;22;3;17;0;0;2;4;16;31;1135,115
53-I-137;84;53;289;96;98;95;5,540145985;5,459854015;4,189781022;290,8796584;26;0;1;0;0;30;12;18;12;22;3;17;0;0;2;4;15;32;1140,826
53-I-138;85;53;290;97;98;95;5,514492754;5,449275362;4,188405797;294,704503;26;0;1;0;0;31;13;18;12;22;3;17;0;0;2;4;14;33;1144,728
53-I-139;86;53;291;98;98;95;5,539568345;5,460431655;4,18705036;298,4966905;26;0;1;0;0;32;14;18;12;22;3;17;0;0;2;4;13;34;1149,309
53-I-140;87;53;292;98;99;95;5,557142857;5,435714286;4,185714286;302,7111512;26;0;1;0;0;33;15;18;12;22;3;17;0;0;2;3;14;34;1152,811
53-I-141;88;53;293;98;100;95;5,539007092;5,460992908;4,184397163;307,0995752;26;0;1;0;0;34;16;18;12;22;3;17;0;0;2;2;15;34;1157,132
53-I-142;89;53;294;99;100;95;5,514084507;5,478873239;4,183098592;311,4647017;26;0;1;0;0;35;17;18;12;22;3;17;0;0;2;2;14;35;1160,384
53-I-143;90;53;295;100;100;95;5,538461538;5,461538462;4,181818182;315,7024681;26;0;1;0;0;36;18;18;12;22;3;17;0;0;2;2;13;36;1164,355
53-I-144;91;53;296;100;101;95;5,534722222;5,4375;4,1875;319,1836217;26;0;1;0;0;37;19;18;12;22;3;17;0;0;2;2;12;37;1167,427
54-Xe-110;56;54;248;86;88;74;5,5;5,5;4,363636364;217,5660239;27;0;0;0;0;2;0;2;10;24;2;18;0;0;8;24;4;18;897,512
54-Xe-111;57;54;250;87;88;75;5,486486486;5,504504505;4,342342342;219,1365559;27;0;0;0;0;3;0;3;10;24;2;18;0;0;8;22;6;18;908,084
54-Xe-112;58;54;252;88;88;76;5,5;5,5;4,321428571;220,7283015;27;0;0;0;0;4;0;4;10;24;2;18;0;0;8;20;8;18;921,725
54-Xe-113;59;54;254;88;89;77;5,504424779;5,477876106;4,309734513;223,2644179;27;0;0;0;0;5;0;5;10;24;2;18;0;0;8;19;8;19;931,917
54-Xe-114;60;54;256;88;90;78;5,5;5,5;4,298245614;225,827321;27;0;0;0;0;6;0;6;10;24;2;18;0;0;8;18;8;20;944,984
54-Xe-115;61;54;258;89;90;79;5,47826087;5,504347826;4,286956522;228,3636779;27;0;0;0;0;7;0;7;10;24;2;18;0;0;8;17;8;21;954,626
54-Xe-116;62;54;260;90;90;80;5,5;5,5;4,275862069;230,9263405;27;0;0;0;0;8;0;8;10;24;2;18;0;0;8;16;8;22;967,089
54-Xe-117;63;54;262;90;91;81;5,487179487;5,478632479;4,264957265;233,8287048;27;0;0;0;0;9;0;9;10;24;2;18;0;0;7;16;9;22;976,298
54-Xe-118;64;54;264;90;92;82;5,5;5,5;4,254237288;236,7572924;27;0;0;0;0;10;0;10;10;24;2;18;0;0;6;16;10;22;988,264
54-Xe-119;65;54;266;91;92;83;5,478991597;5,487394958;4,243697479;239,6597276;27;0;0;0;0;11;0;11;10;24;2;18;0;0;6;14;12;22;997,05
54-Xe-120;66;54;268;92;92;84;5,5;5,5;4,233333333;242,5882443;27;0;0;0;0;12;0;12;10;24;2;18;0;0;6;12;14;22;1008,5
54-Xe-121;67;54;270;92;93;85;5,495867769;5,479338843;4,247933884;245,1251101;27;0;0;0;0;13;0;13;10;24;2;18;0;0;6;10;16;22;1016,871
54-Xe-122;68;54;272;92;94;86;5,5;5,5;4,262295082;247,6872638;27;0;0;0;0;14;0;14;10;24;2;18;0;0;6;8;18;22;1027,826
54-Xe-123;69;54;274;93;94;87;5,479674797;5,495934959;4,276422764;250,224344;27;0;0;0;0;15;0;15;10;24;2;18;0;0;6;6;20;22;1035,791
54-Xe-124;70;54;276;94;94;88;5,5;5,5;4,290322581;252,7862834;27;0;0;0;0;16;0;16;10;24;2;18;0;0;6;4;22;22;1046,274
54-Xe-125;71;54;278;94;95;89;5,512;5,48;4,304;255,6888881;27;0;0;0;0;17;0;17;10;24;2;18;0;0;5;4;23;22;1053,877
54-Xe-125-m 0,253 MeV;71;54;278;94;95;89;5,488;5,52;4,304;255,6888881;27;0;0;0;0;17;0;17;10;24;2;18;0;0;5;4;23;22;1053,625
54-Xe-126;72;54;280;94;96;90;5,5;5,5;4,317460317;258,6172353;27;0;0;0;0;18;0;18;10;24;2;18;0;0;4;4;24;22;1063,925
54-Xe-127;73;54;282;95;96;91;5,480314961;5,511811024;4,330708661;261,5199207;27;0;0;0;0;19;0;19;10;24;2;18;0;0;4;2;26;22;1071,148
54-Xe-127-m 0,297 MeV;73;54;282;95;96;91;5,519685039;5,488188976;4,330708661;261,5199207;27;0;0;0;0;19;0;19;10;24;2;18;0;0;4;2;26;22;1070,851
54-Xe-128;74;54;284;96;96;92;5,5;5,5;4,34375;264,4481872;27;0;0;0;0;20;0;20;10;24;2;18;0;0;4;0;28;22;1080,76
54-Xe-129;75;54;285;96;96;93;5,503875969;5,496124031;4,317829457;265,1503908;27;0;0;0;0;21;1;20;10;24;2;18;0;0;4;0;27;23;1087,669
54-Xe-129-m 0,236 MeV;75;54;285;96;96;93;5,496124031;5,503875969;4,317829457;265,1503908;27;0;0;0;0;21;1;20;10;24;2;18;0;0;4;0;27;23;1087,433
54-Xe-130;76;54;286;96;96;94;5,5;5,5;4,292307692;265,8624007;27;0;0;0;0;22;2;20;10;24;2;18;0;0;4;0;26;24;1096,925
54-Xe-131;77;54;287;96;96;95;5,488549618;5,488549618;4,27480916;267,9731442;27;0;0;0;0;23;3;20;10;24;2;18;0;0;4;0;25;25;1103,529
54-Xe-131-m 0,164 MeV;77;54;287;96;96;95;5,511450382;5,511450382;4,27480916;267,9731442;27;0;0;0;0;23;3;20;10;24;2;18;0;0;4;0;25;25;1103,365
54-Xe-132;78;54;288;96;96;96;5,5;5,5;4,257575758;270,1050414;27;0;0;0;0;24;4;20;10;24;2;18;0;0;4;0;24;26;1112,466
54-Xe-132-m 2,752 MeV;78;54;288;96;96;96;5,507575758;5,46969697;4,265151515;271,4959503;27;0;0;0;0;24;4;20;10;24;2;18;0;0;3;1;25;25;1109,714
54-Xe-133;79;54;289;96;96;97;5,518796992;5,481203008;4,248120301;273,6279244;27;0;0;0;0;25;5;20;10;24;2;18;0;0;3;1;24;26;1118,901
54-Xe-133-m 0,233 MeV;79;54;289;96;96;97;5,481203008;5,518796992;4,248120301;273,6279244;27;0;0;0;0;25;5;20;10;24;2;18;0;0;3;1;24;26;1118,668
54-Xe-134;80;54;290;96;96;98;5,5;5,5;4,23880597;277,1761092;27;0;0;0;0;26;6;20;10;24;2;18;0;0;2;2;24;26;1127,454
54-Xe-134-m 1,966 MeV;80;54;290;96;97;97;5,514925373;5,507462687;4,246268657;277,1715434;27;0;0;0;0;26;6;20;10;24;2;18;0;0;3;1;23;27;1125,488
54-Xe-135;81;54;291;96;97;98;5,503703704;5,474074074;4,237037037;280,6994704;27;0;0;0;0;27;7;20;10;24;2;18;0;0;2;2;23;27;1133,818
54-Xe-135-m 0,527 MeV;81;54;291;96;97;98;5,496296296;5,525925926;4,237037037;280,6994704;27;0;0;0;0;27;7;20;10;24;2;18;0;0;2;2;23;27;1133,291
54-Xe-136;82;54;292;96;98;98;5,5;5,5;4,235294118;284,247177;27;0;0;0;0;28;8;20;10;24;2;18;0;0;2;2;22;28;1141,897
54-Xe-137;83;54;293;97;98;98;5,474452555;5,503649635;4,233576642;287,7706878;27;0;0;0;0;29;9;20;10;24;2;18;0;0;2;2;21;29;1145,923
54-Xe-138;84;54;294;98;98;98;5,5;5,5;4,231884058;291,3182448;27;0;0;0;0;30;10;20;10;24;2;18;0;0;2;2;20;30;1151,765
54-Xe-139;85;54;295;98;99;98;5,489208633;5,474820144;4,230215827;295,1150739;27;0;0;0;0;31;11;20;10;24;2;18;0;0;2;2;19;31;1155,33
54-Xe-140;86;54;296;98;100;98;5,5;5,5;4,228571429;298,9340179;27;0;0;0;0;32;12;20;10;24;2;18;0;0;2;2;18;32;1160,748
54-Xe-141;87;54;297;99;100;98;5,475177305;5,489361702;4,226950355;302,7308665;27;0;0;0;0;33;13;20;10;24;2;18;0;0;2;2;17;33;1164,16
54-Xe-142;88;54;298;100;100;98;5,5;5,5;4,225352113;306,549791;27;0;0;0;0;34;14;20;10;24;2;18;0;0;2;2;16;34;1169,381
54-Xe-143;89;54;299;100;101;98;5,517482517;5,475524476;4,223776224;310,8393492;27;0;0;0;0;35;15;20;10;24;2;18;0;0;2;1;17;34;1172,413
54-Xe-144;90;54;300;100;102;98;5,5;5,5;4,222222222;315,1521163;27;0;0;0;0;36;16;20;10;24;2;18;0;0;2;0;18;34;1177,344
54-Xe-145;91;54;301;101;102;98;5,475862069;5,517241379;4,220689655;319,4416048;27;0;0;0;0;37;17;20;10;24;2;18;0;0;2;0;17;35;1180,216
54-Xe-146;92;54;302;102;102;98;5,5;5,5;4,219178082;323,7544416;27;0;0;0;0;38;18;20;10;24;2;18;0;0;2;0;16;36;1184,887
54-Xe-147;93;54;303;102;103;98;5,496598639;5,476190476;4,224489796;327,2785343;27;0;0;0;0;39;19;20;10;24;2;18;0;0;2;0;15;37;1187,559
55-Cs-112;57;55;251;87;88;76;5,5;5,491071429;4,410714286;218,9690694;27;0;0;1;0;2;0;3;10;24;1;19;0;1;8;24;3;19;907,273
55-Cs-113;58;55;253;88;88;77;5,486725664;5,495575221;4,389380531;220,5476398;27;0;0;1;0;3;0;4;10;24;1;19;0;1;8;22;5;19;920,744
55-Cs-114;59;55;255;89;88;78;5,5;5,49122807;4,368421053;222,1315616;27;0;0;1;0;4;0;5;10;24;1;19;0;1;8;20;7;19;931,616
55-Cs-115;60;55;257;89;89;79;5,504347826;5,469565217;4,356521739;224,6360399;27;0;0;1;0;5;0;6;10;24;1;19;0;1;8;19;7;20;944,887
55-Cs-116;61;55;259;89;90;80;5,5;5,49137931;4,344827586;227,2307465;27;0;0;1;0;6;0;7;10;24;1;19;0;1;8;18;7;21;955,329
55-Cs-116-m 0,100 MeV;61;55;259;90;89;80;5,482758621;5,474137931;4,344827586;227,1899717;27;0;0;1;0;6;0;7;10;24;1;19;0;1;8;18;7;21;955,229
55-Cs-117;62;55;261;90;90;81;5,478632479;5,495726496;4,333333333;229,7741119;27;0;0;1;0;7;0;8;10;24;1;19;0;1;8;17;7;22;967,771
55-Cs-117-m 0,150 MeV;62;55;261;90;90;81;5,521367521;5,487179487;4,333333333;229,7610951;27;0;0;1;0;7;0;8;10;24;1;19;0;1;8;17;7;22;967,621
55-Cs-118-m ;63;55;263;91;90;82;5,5;5,491525424;4,322033898;232,3299526;27;0;0;1;0;8;0;9;10;24;1;19;0;1;8;16;7;23;977,811
55-Cs-118;63;55;263;90;91;82;5,466101695;5,474576271;4,322033898;232,6383884;27;0;0;1;0;8;0;9;10;24;1;19;0;1;7;17;8;22;977,811
55-Cs-119;64;55;265;91;91;83;5,487394958;5,470588235;4,31092437;235,2028577;27;0;0;1;0;9;0;10;10;24;1;19;0;1;7;16;8;23;989,779
55-Cs-119-m ;64;55;265;91;91;83;5,512605042;5,512605042;4,31092437;235,2628523;27;0;0;1;0;9;0;10;10;24;1;19;0;1;7;16;8;23;989,779
55-Cs-120;65;55;267;91;92;84;5,5;5,491666667;4,3;238,1610648;27;0;0;1;0;10;0;11;10;24;1;19;0;1;6;16;9;23;999,434
55-Cs-120-m ;65;55;267;92;91;84;5,466666667;5,458333333;4,3;238,0660387;27;0;0;1;0;10;0;11;10;24;1;19;0;1;7;14;10;23;999,434
55-Cs-121;66;55;269;92;92;85;5,479338843;5,479338843;4,289256198;241,0463309;27;0;0;1;0;11;0;12;10;24;1;19;0;1;6;14;11;23;1010,717
55-Cs-121-m 0,069 MeV;66;55;269;92;92;85;5,520661157;5,504132231;4,289256198;241,081716;27;0;0;1;0;11;0;12;10;24;1;19;0;1;6;14;11;23;1010,649
55-Cs-122;67;55;271;93;92;86;5,5;5,491803279;4,278688525;243,9921831;27;0;0;1;0;12;0;13;10;24;1;19;0;1;6;12;13;23;1019,828
55-Cs-122-m 0,127 MeV;67;55;270;92;92;86;5,483606557;5,475409836;4,262295082;241,7446843;27;0;0;1;0;12;1;12;10;24;1;19;0;1;6;14;10;24;1019,698
55-Cs-122-m 0,140 MeV;67;55;270;92;92;86;5,475409836;5,483606557;4,262295082;241,7534819;27;0;0;1;0;12;1;12;10;24;1;19;0;1;6;14;10;24;1019,688
55-Cs-123;68;55;273;93;93;87;5,495934959;5,471544715;4,292682927;246,4992908;27;0;0;1;0;13;0;14;10;24;1;19;0;1;6;10;15;23;1030,803
55-Cs-123-m 0,156 MeV;68;55;273;93;93;87;5,504065041;5,512195122;4,292682927;246,5597191;27;0;0;1;0;13;0;14;10;24;1;19;0;1;6;10;15;23;1030,647
55-Cs-124;69;55;275;93;94;88;5,5;5,491935484;4,306451613;249,0913484;27;0;0;1;0;14;0;15;10;24;1;19;0;1;6;8;17;23;1039,562
55-Cs-124-m 0,463 MeV;69;55;275;94;93;88;5,475806452;5,467741935;4,306451613;249,0218572;27;0;0;1;0;14;0;15;10;24;1;19;0;1;6;8;17;23;1039,099
