Z-XX-A-m;n;p;Svyazey;X;Y;Z;centrX;centrY;centrZ;Centrobeg;He4;He3;H3;H2;p;n;n1;n2;n3;n4;n5;n6;p1;p2;p3;p4;p5;p6;Binding
93-Np-239;146;93;527;176;177;174;5,49790795;5,456066946;4,949790795;608,8508191;44;0;5;0;0;48;9;41;30;23;4;39;0;0;2;3;19;69;1807,009
93-Np-240;147;93;528;176;178;174;5,495833333;5,475;4,95;613,4180283;44;0;5;0;0;49;10;41;30;23;4;39;0;0;2;3;18;70;1812,078
93-Np-240-m ;147;93;528;177;177;174;5,479166667;5,458333333;4,95;613,374271;44;0;5;0;0;49;10;41;30;23;4;39;0;0;2;3;18;70;1812,078
93-Np-241;148;93;529;177;178;174;5,477178423;5,477178423;4,950207469;617,937306;44;0;5;0;0;50;11;41;30;23;4;39;0;0;2;3;17;71;1818,205
93-Np-242;149;93;530;178;178;174;5,495867769;5,475206612;4,950413223;622,4736357;44;0;5;0;0;51;12;41;30;23;4;39;0;0;2;3;16;72;1823,116
93-Np-242-m ;149;93;530;177;179;174;5,47107438;5,458677686;4,950413223;622,6387382;44;0;5;0;0;51;12;41;30;23;4;39;0;0;2;3;16;72;1823,116
93-Np-243;150;93;531;178;179;174;5,489711934;5,456790123;4,950617284;627,1776027;44;0;5;0;0;52;13;41;30;23;4;39;0;0;2;3;15;73;1828,728
93-Np-244;151;93;532;178;180;174;5,495901639;5,475409836;4,950819672;631,960554;44;0;5;0;0;53;14;41;30;23;4;39;0;0;2;3;14;74;1833,479
94-Pu-228;134;94;516;176;176;164;5,504385965;5,451754386;5;580,7125629;44;1;4;0;0;37;0;37;29;24;5;39;0;2;1;5;27;59;1730,662
94-Pu-229;135;94;518;176;177;165;5,502183406;5,458515284;5,013100437;582,3422147;44;1;4;0;0;38;0;38;29;24;5;39;0;2;0;6;26;60;1737,424
94-Pu-230;136;94;520;177;177;166;5,495652174;5,460869565;5,026086957;583,934248;44;1;4;0;0;39;0;39;29;24;5;39;0;2;0;5;26;61;1745,962
94-Pu-231;137;94;522;178;177;167;5,502164502;5,458874459;5,038961039;585,5055792;44;1;4;0;0;40;0;40;29;24;5;39;0;2;0;4;26;62;1752,687
94-Pu-232;138;94;523;178;177;168;5,504310345;5,456896552;5,021551724;586,1792291;44;1;4;0;0;41;1;40;29;24;5;39;0;2;0;4;25;63;1760,673
94-Pu-233;139;;524;178;177;169;5,502145923;5,459227468;5,004291845;586,9209958;44;1;4;0;0;42;2;40;29;24;5;39;0;2;0;4;24;64;1767,06
94-Pu-234;140;94;525;178;177;170;5,495726496;5,452991453;4,991452991;589,0067239;44;1;4;0;0;43;3;40;29;24;5;39;0;2;0;4;23;65;1774,832
94-Pu-234-m 4,170 MeV;140;94;525;178;177;170;5,508547009;5,465811966;4,991452991;589,065671;44;1;4;0;0;43;3;40;29;24;5;39;0;2;0;4;23;65;1770,662
94-Pu-235;141;94;526;178;177;171;5,50212766;5,459574468;4,978723404;591,1641968;44;1;4;0;0;44;4;40;29;24;5;39;0;2;0;4;22;66;1781,069
94-Pu-236;142;94;527;178;177;172;5,512711864;5,449152542;4,970338983;594,6576014;44;1;4;0;0;45;5;40;29;24;5;39;0;2;0;4;21;67;1788,422
94-Pu-236-m 3,000 MeV;142;94;527;178;177;172;5,491525424;5,470338983;4,970338983;594,725837;44;1;4;0;0;45;5;40;29;24;5;39;0;2;0;4;21;67;1785,422
94-Pu-236-m 4,000 MeV;142;94;527;178;177;172;5,487288136;5,444915254;4,974576271;596,0748321;44;1;4;0;0;45;5;40;29;24;5;39;0;1;1;4;22;66;1784,422
94-Pu-237;143;94;528;178;177;173;5,502109705;5,459915612;4,962025316;598,2355998;44;1;4;0;0;46;6;40;29;24;5;39;0;2;0;4;20;68;1794,303
94-Pu-237-m 0,146 MeV;143;94;528;178;177;173;5,497890295;5,434599156;4,966244726;599,568506;44;1;4;0;0;46;6;40;29;24;5;39;0;1;1;4;21;67;1794,157
94-Pu-238;144;94;529;178;177;174;5,487394958;5,445378151;4,957983193;603,1465784;44;1;4;0;0;47;7;40;29;24;5;39;0;1;1;4;20;68;1801,303
94-Pu-239;145;94;530;178;177;175;5,50209205;5,460251046;4,953974895;608,1354043;44;1;4;0;0;48;8;40;29;24;5;39;0;0;2;4;20;68;1806,949
94-Pu-240;146;94;531;178;178;175;5,504166667;5,441666667;4,954166667;612,6081932;44;1;4;0;0;49;9;40;29;24;5;39;0;0;2;4;19;69;1813,483
94-Pu-241;147;94;532;178;179;175;5,502074689;5,460580913;4,954356846;617,1909251;44;1;4;0;0;50;10;40;29;24;5;39;0;0;2;4;18;70;1818,726
94-Pu-241-m 2,200 MeV;147;94;532;179;178;175;5,485477178;5,443983402;4,954356846;617,1402788;44;1;4;0;0;50;10;40;29;24;5;39;0;0;2;4;18;70;1818,726
94-Pu-242;148;94;533;179;179;175;5,483471074;5,462809917;4,954545455;621,718745;44;1;4;0;0;51;11;40;29;24;5;39;0;0;2;4;17;71;1825,035
94-Pu-243;149;94;534;180;179;175;5,502057613;5,46090535;4,95473251;626,2467788;44;1;4;0;0;52;12;40;29;24;5;39;0;0;2;4;16;72;1830,069
94-Pu-244;150;94;535;180;180;175;5,495901639;5,442622951;4,954918033;630,9389485;44;1;4;0;0;53;13;40;29;24;5;39;0;0;2;4;15;73;1836,092
94-Pu-244-m 2,400 MeV;150;94;535;180;180;175;5,508196721;5,479508197;4,954918033;631,0272326;44;1;4;0;0;53;13;40;29;24;5;39;0;0;2;4;15;73;1836,092
94-Pu-245;151;94;536;180;181;175;5,502040816;5,46122449;4,955102041;635,733792;44;1;4;0;0;54;14;40;29;24;5;39;0;0;2;4;14;74;1840,862
94-Pu-246;152;94;537;181;181;175;5,483739837;5,455284553;4,955284553;640,4574641;44;1;4;0;0;55;15;40;29;24;5;39;0;0;2;4;13;75;1846,645
94-Pu-247;153;94;538;182;181;175;5,502024291;5,461538462;4,955465587;645,2210567;44;1;4;0;0;56;16;40;29;24;5;39;0;0;2;4;12;76;1851,111
95-Am-231;136;95;524;179;178;167;5,484848485;5,506493506;5,03030303;587,0957564;44;3;1;0;0;43;0;39;25;27;7;38;0;2;0;7;24;62;1747,784
95-Am-232;137;95;525;179;178;168;5,487068966;5,504310345;5,012931034;587,8154325;44;3;1;0;0;44;1;39;25;27;7;38;0;2;0;7;23;63;1754,856
95-Am-233;138;95;526;179;178;169;5,484978541;5,506437768;4,995708155;588,5100249;44;3;1;0;0;45;2;39;25;27;7;38;0;2;0;7;22;64;1763,157
95-Am-234;139;95;527;179;178;170;5,478632479;5,5;4,982905983;590,6191751;44;3;1;0;0;46;3;39;25;27;7;38;0;2;0;7;21;65;1769,869
95-Am-235;140;95;528;179;178;171;5,485106383;5,506382979;4,970212766;592,7527753;44;3;1;0;0;47;4;39;25;27;7;38;0;2;0;7;20;66;1777,81
95-Am-236;141;95;529;179;178;172;5,495762712;5,495762712;4,961864407;596,2954601;44;3;1;0;0;48;5;39;25;27;7;38;0;2;0;7;19;67;1784,362
95-Am-236-m ;141;95;529;179;178;172;5,474576271;5,516949153;4,961864407;596,2647188;44;3;1;0;0;48;5;39;25;27;7;38;0;2;0;7;19;67;1784,362
95-Am-237;142;95;530;179;178;173;5,485232068;5,506329114;4,953586498;599,8238554;44;3;1;0;0;49;6;39;25;27;7;38;0;2;0;7;18;68;1792,043
95-Am-237-m 2,400 MeV;142;95;530;179;178;173;5,481012658;5,481012658;4,957805907;601,2329837;44;3;1;0;0;49;6;39;25;27;7;38;0;1;1;7;19;67;1789,643
95-Am-238;143;95;531;179;178;174;5,470588235;5,491596639;4,949579832;604,7614916;44;3;1;0;0;50;7;39;25;27;7;38;0;1;1;7;18;68;1798,265
95-Am-238-m 2,500 MeV;143;95;531;179;178;174;5,5;5,521008403;4,949579832;604,7725498;44;3;1;0;0;50;7;39;25;27;7;38;0;1;1;7;18;68;1795,765
95-Am-239;144;95;532;179;178;175;5,485355649;5,506276151;4,945606695;609,7233978;44;3;1;0;0;51;8;39;25;27;7;38;0;0;2;7;18;68;1805,364
95-Am-240;145;95;533;179;179;175;5,4875;5,4875;4,945833333;614,2518975;44;3;1;0;0;52;9;39;25;27;7;38;0;0;2;7;17;69;1811,316
95-Am-241;146;95;534;179;180;175;5,485477178;5,506224066;4,946058091;618,7788281;44;3;1;0;0;53;10;39;25;27;7;38;0;0;2;7;16;70;1817,964
95-Am-241-m 2,200 MeV;146;95;534;180;179;175;5,468879668;5,489626556;4,946058091;618,7606912;44;3;1;0;0;53;10;39;25;27;7;38;0;0;2;7;16;70;1815,764
95-Am-242;147;95;535;180;180;175;5,466942149;5,508264463;4,946280992;623,2834492;44;3;1;0;0;54;11;39;25;27;7;38;0;0;2;7;15;71;1823,501
95-Am-242-m 0,049 MeV;147;95;535;180;180;175;5,504132231;5,504132231;4,946280992;623,3142662;44;3;1;0;0;54;11;39;25;27;7;38;0;0;2;7;15;71;1823,453
95-Am-242-m 2,200 MeV;147;95;535;179;181;175;5,479338843;5,487603306;4,946280992;623,5170448;44;3;1;0;0;54;11;39;25;27;7;38;0;0;2;7;15;71;1821,301
95-Am-243;148;95;536;181;180;175;5,485596708;5,50617284;4,946502058;627,8342216;44;3;1;0;0;55;12;39;25;27;7;38;0;0;2;7;14;72;1829,867
95-Am-243-m 2,300 MeV;148;95;536;180;181;175;5,46090535;5,489711934;4,946502058;628,0194614;44;3;1;0;0;55;12;39;25;27;7;38;0;0;2;7;14;72;1827,567
95-Am-244;149;95;537;181;181;175;5,479508197;5,487704918;4,946721311;632,57243;44;3;1;0;0;56;13;39;25;27;7;38;0;0;2;7;13;73;1835,234
95-Am-244-m ;149;95;537;181;181;175;5,491803279;5,524590164;4,946721311;632,5686011;44;3;1;0;0;56;13;39;25;27;7;38;0;0;2;7;13;73;1835,148
95-Am-244-m 0,086 MeV;149;95;537;182;180;175;5,467213115;5,5;4,946721311;632,5587164;44;3;1;0;0;56;13;39;25;27;7;38;0;0;2;7;13;73;1835,148
95-Am-245;150;95;538;181;182;175;5,485714286;5,506122449;4,946938776;637,3211098;44;3;1;0;0;57;14;39;25;27;7;38;0;0;2;7;12;74;1841,286
95-Am-246;151;95;539;182;182;175;5,467479675;5,5;4,947154472;642,0456935;44;3;1;0;0;58;15;39;25;27;7;38;0;0;2;7;11;75;1846,262
95-Am-246-m ;151;95;539;182;182;175;5,504065041;5,512195122;4,947154472;642,0691657;44;3;1;0;0;58;15;39;25;27;7;38;0;0;2;7;11;75;1846,262
95-Am-247;152;95;540;183;182;175;5,48582996;5,506072874;4,947368421;646,8079697;44;3;1;0;0;59;16;39;25;27;7;38;0;0;2;7;10;76;1852,179
95-Am-248;153;95;541;183;183;175;5,495967742;5,487903226;4,947580645;651,9615534;44;3;1;0;0;60;17;39;25;27;7;38;0;0;2;7;9;77;1856,84
95-Am-249;154;95;542;183;184;175;5,485943775;5,506024096;4,947791165;657,1036222;44;3;1;0;0;61;18;39;25;27;7;38;0;0;2;7;8;78;1862,372
96-Cm-233;137;96;530;181;180;169;5,480686695;5,480686695;5,0472103;593,1577352;44;3;2;0;0;42;0;38;27;26;7;39;0;2;0;6;26;62;1758,255
96-Cm-234;138;96;531;181;180;170;5,482905983;5,478632479;5,02991453;593,8619361;44;3;2;0;0;43;1;38;27;26;7;39;0;2;0;6;25;63;1766,893
96-Cm-235;139;96;532;181;180;171;5,480851064;5,480851064;5,012765957;594,5730565;44;3;2;0;0;44;2;38;27;26;7;39;0;2;0;6;24;64;1773,778
96-Cm-236;140;96;533;181;180;172;5,474576271;5,474576271;5;596,6588925;44;3;2;0;0;45;3;38;27;26;7;39;0;2;0;6;23;65;1781,869
96-Cm-237;141;96;534;181;180;173;5,481012658;5,481012658;4,987341772;598,8157529;44;3;2;0;0;46;4;38;27;26;7;39;0;2;0;6;22;66;1788,551
96-Cm-238;142;96;535;181;180;174;5,491596639;5,470588235;4,978991597;602,3397385;44;3;2;0;0;47;5;38;27;26;7;39;0;2;0;6;21;67;1796,502
96-Cm-239;143;96;536;181;180;175;5,481171548;5,481171548;4,970711297;605,8870794;44;3;2;0;0;48;6;38;27;26;7;39;0;2;0;6;20;68;1802,784
96-Cm-240;144;96;537;181;180;176;5,466666667;5,466666667;4,966666667;610,7983771;44;3;2;0;0;49;7;38;27;26;7;39;0;1;1;6;20;68;1810,32
96-Cm-241;145;96;538;181;180;177;5,481327801;5,481327801;4,962655602;615,7866314;44;3;2;0;0;50;8;38;27;26;7;39;0;0;2;6;20;68;1816,414
96-Cm-241-m 2,300 MeV;145;96;538;181;181;176;5,468879668;5,44813278;4,966804979;615,2865166;44;3;2;0;0;50;8;38;27;26;7;39;0;1;1;6;19;69;1814,114
96-Cm-242;146;96;539;181;181;177;5,483471074;5,462809917;4,962809917;620,2835668;44;3;2;0;0;51;9;38;27;26;7;39;0;0;2;6;19;69;1823,383
96-Cm-243;147;96;540;181;182;177;5,481481481;5,481481481;4,962962963;624,8421681;44;3;2;0;0;52;10;38;27;26;7;39;0;0;2;6;18;70;1829,077
96-Cm-243-m 1,900 MeV;147;96;540;182;181;177;5,465020576;5,465020576;4,962962963;624,7919105;44;3;2;0;0;52;10;38;27;26;7;39;0;0;2;6;18;70;1827,177
96-Cm-244;148;96;541;182;182;177;5,463114754;5,483606557;4,963114754;629,3463427;44;3;2;0;0;53;11;38;27;26;7;39;0;0;2;6;17;71;1835,879
96-Cm-244-m ;148;96;541;182;182;177;5,5;5,479508197;4,963114754;629,3783766;44;3;2;0;0;53;11;38;27;26;7;39;0;0;2;6;17;71;1834,838
96-Cm-244-m 1,040 MeV;148;96;541;181;183;177;5,475409836;5,463114754;4,963114754;629,5480964;44;3;2;0;0;53;11;38;27;26;7;39;0;0;2;6;17;71;1834,838
96-Cm-245;149;96;542;183;182;177;5,481632653;5,481632653;4,963265306;633,8977039;44;3;2;0;0;54;12;38;27;26;7;39;0;0;2;6;16;72;1841,398
96-Cm-246;150;96;543;183;183;177;5,475609756;5,463414634;4,963414634;638,6038453;44;3;2;0;0;55;13;38;27;26;7;39;0;0;2;6;15;73;1847,856
96-Cm-247;151;96;544;183;184;177;5,481781377;5,481781377;4,963562753;643,3846252;44;3;2;0;0;56;14;38;27;26;7;39;0;0;2;6;14;74;1853,012
96-Cm-248;152;96;545;184;184;177;5,463709677;5,475806452;4,963709677;648,0950296;44;3;2;0;0;57;15;38;27;26;7;39;0;0;2;6;13;75;1859,226
96-Cm-249;153;96;546;185;184;177;5,481927711;5,481927711;4,963855422;652,8715475;44;3;2;0;0;58;16;38;27;26;7;39;0;0;2;6;12;76;1863,939
96-Cm-250;154;96;547;185;185;177;5,492;5,464;4,964;657,9986311;44;3;2;0;0;59;17;38;27;26;7;39;0;0;2;6;11;77;1869,772
96-Cm-251;155;96;548;185;186;177;5,482071713;5,482071713;4,964143426;663,1673562;44;3;2;0;0;60;18;38;27;26;7;39;0;0;2;6;10;78;1874,184
96-Cm-252;156;96;549;186;186;177;5,464285714;5,492063492;4,964285714;668,303934;44;3;2;0;0;61;19;38;27;26;7;39;0;0;2;6;9;79;1879,804
97-Bk-235;138;97;535;182;182;171;5,49787234;5,472340426;5,034042553;597,6547294;47;0;3;0;0;38;1;37;26;27;8;39;0;2;0;7;25;63;1768,205
97-Bk-237;140;97;537;182;182;173;5,489451477;5,46835443;5,004219409;600,4725482;47;0;3;0;0;40;3;37;26;27;8;39;0;2;0;7;23;65;1783,948
97-Bk-238;141;97;538;182;182;174;5,495798319;5,474789916;4,991596639;602,6235791;47;0;3;0;0;41;4;37;26;27;8;39;0;2;0;7;22;66;1790,82
97-Bk-240;143;97;540;182;182;176;5,495833333;5,475;4,975;609,6948484;47;0;3;0;0;43;6;37;26;27;8;39;0;2;0;7;20;68;1805,593
97-Bk-241;144;97;541;182;182;177;5,481327801;5,460580913;4,970954357;614,6117604;47;0;3;0;0;44;7;37;26;27;8;39;0;1;1;7;20;68;1813,234
97-Bk-242;145;97;542;182;182;178;5,495867769;5,475206612;4,966942149;619,594467;47;0;3;0;0;45;8;37;26;27;8;39;0;0;2;7;20;68;1819,666
97-Bk-243;146;97;543;182;183;178;5,497942387;5,456790123;4,967078189;624,0830524;47;0;3;0;0;46;9;37;26;27;8;39;0;0;2;7;19;69;1826,787
97-Bk-244;147;97;544;182;184;178;5,495901639;5,475409836;4,967213115;628,6499436;47;0;3;0;0;47;10;37;26;27;8;39;0;0;2;7;18;70;1832,834
97-Bk-244-m ;147;97;544;183;183;178;5,479508197;5,459016393;4,967213115;628,606768;47;0;3;0;0;47;10;37;26;27;8;39;0;0;2;7;18;70;1832,834
97-Bk-245;148;97;545;183;184;178;5,47755102;5,47755102;4,967346939;633,1693923;47;0;3;0;0;48;11;37;26;27;8;39;0;0;2;7;17;71;1839,805
97-Bk-246;149;97;546;184;184;178;5,495934959;5,475609756;4,967479675;637,7055459;47;0;3;0;0;49;12;37;26;27;8;39;0;0;2;7;16;72;1845,722
97-Bk-247;150;97;547;184;185;178;5,489878543;5,457489879;4,967611336;642,4099297;47;0;3;0;0;50;13;37;26;27;8;39;0;0;2;7;15;73;1852,273
97-Bk-248;151;97;548;184;186;178;5,495967742;5,475806452;4,967741935;647,1924635;47;0;3;0;0;51;14;37;26;27;8;39;0;0;2;7;14;74;1857,755
97-Bk-248-m ;151;97;548;185;185;178;5,471774194;5,451612903;4,967741935;647,1241525;47;0;3;0;0;51;14;37;26;27;8;39;0;0;2;7;14;74;1857,755
97-Bk-249;152;97;549;185;186;178;5,477911647;5,469879518;4,967871486;651,9145782;47;0;3;0;0;52;15;37;26;27;8;39;0;0;2;7;13;75;1864,057
97-Bk-250;153;97;550;186;186;178;5,496;5,476;4,968;656,6794767;47;0;3;0;0;53;16;37;26;27;8;39;0;0;2;7;12;76;1869,027
97-Bk-251;154;97;551;186;187;178;5,505976096;5,458167331;4,96812749;661,7935687;47;0;3;0;0;54;17;37;26;27;8;39;0;0;2;7;11;77;1874,822
97-Bk-252;155;97;552;186;188;178;5,496031746;5,476190476;4,968253968;666,975233;47;0;3;0;0;55;18;37;26;27;8;39;0;0;2;7;10;78;1879,591
97-Bk-253;156;97;553;187;188;178;5,47826087;5,486166008;4,968379447;672,1277847;47;0;3;0;0;56;19;37;26;27;8;39;0;0;2;7;9;79;1885,293
97-Bk-254;157;97;554;188;188;178;5,496062992;5,476377953;4,968503937;677,2710447;47;0;3;0;0;57;20;37;26;27;8;39;0;0;2;7;8;80;1889,864
98-Cf-237;139;98;539;184;182;173;5,502109705;5,497890295;5,033755274;610,1182224;47;0;4;0;0;37;1;40;18;34;8;38;0;0;2;10;23;63;1778,466
98-Cf-238;140;98;540;184;182;174;5,5;5,5;5,016806723;610,8280449;47;0;4;0;0;38;2;40;18;34;8;38;0;0;2;10;22;64;1787,137
98-Cf-239;141;98;541;184;182;175;5,493723849;5,493723849;5,0041841;612,9430609;47;0;4;0;0;39;3;40;18;34;8;38;0;0;2;10;21;65;1794,259
98-Cf-240;142;98;542;184;182;176;5,5;5,5;4,991666667;615,0706856;47;0;4;0;0;40;4;40;18;34;8;38;0;0;2;10;20;66;1802,45
98-Cf-241;143;98;543;184;182;177;5,510373444;5,489626556;4,98340249;618,5981242;47;0;4;0;0;41;5;40;18;34;8;38;0;0;2;10;19;67;1809,152
98-Cf-242;144;98;544;184;182;178;5,5;5,5;4,975206612;622,1417534;47;0;4;0;0;42;6;40;18;34;8;38;0;0;2;10;18;68;1817,283
98-Cf-243;145;98;545;184;182;179;5,485596708;5,485596708;4,971193416;627,0847908;47;0;4;0;0;43;7;40;18;34;8;38;0;0;1;11;18;68;1823,745
98-Cf-244;146;98;546;184;182;180;5,5;5,5;4,967213115;632,0412484;47;0;4;0;0;44;8;40;18;34;8;38;0;0;0;12;18;68;1831,288
98-Cf-245;147;98;547;184;183;180;5,502040816;5,481632653;4,967346939;636,5612411;47;0;4;0;0;45;9;40;18;34;8;38;0;0;0;12;17;69;1837,451
98-Cf-246;148;98;548;184;184;180;5,5;5,5;4,967479675;641,0966335;47;0;4;0;0;46;10;40;18;34;8;38;0;0;0;12;16;70;1844,818
98-Cf-247;149;98;549;185;184;180;5,481781377;5,502024291;4,967611336;645,6166973;47;0;4;0;0;47;11;40;18;34;8;38;0;0;0;12;15;71;1850,844
98-Cf-248;150;98;550;186;184;180;5,5;5,5;4,967741935;650,1520187;47;0;4;0;0;48;12;40;18;34;8;38;0;0;0;12;14;72;1857,813
98-Cf-249;151;98;551;186;185;180;5,493975904;5,481927711;4,967871486;654,8882557;47;0;4;0;0;49;13;40;18;34;8;38;0;0;0;12;13;73;1863,399
98-Cf-250;152;98;552;186;186;180;5,5;5,5;4,968;659,6388516;47;0;4;0;0;50;14;40;18;34;8;38;0;0;0;12;12;74;1870,024
98-Cf-251;153;98;553;187;186;180;5,482071713;5,494023904;4,96812749;664,3751218;47;0;4;0;0;51;15;40;18;34;8;38;0;0;0;12;11;75;1875,132
98-Cf-252;154;98;554;188;186;180;5,5;5,5;4,968253968;669,1256846;47;0;4;0;0;52;16;40;18;34;8;38;0;0;0;12;10;76;1881,306
98-Cf-253;155;98;555;188;187;180;5,509881423;5,482213439;4,968379447;674,26615;47;0;4;0;0;53;17;40;18;34;8;38;0;0;0;12;9;77;1886,109
98-Cf-254;156;98;556;188;188;180;5,5;5,5;4,968503937;679,4213148;47;0;4;0;0;54;18;40;18;34;8;38;0;0;0;12;8;78;1892,142
98-Cf-255;157;98;557;189;188;180;5,482352941;5,509803922;4,968627451;684,561775;47;0;4;0;0;55;19;40;18;34;8;38;0;0;0;12;7;79;1896,743
98-Cf-256;158;98;558;190;188;180;5,5;5,5;4,96875;689,7169449;47;0;4;0;0;56;20;40;18;34;8;38;0;0;0;12;6;80;1902,625
99-Es-240;141;99;545;185;184;176;5,479166667;5,483333333;5,008333333;617,2205886;48;0;3;0;0;39;3;39;17;35;9;38;0;0;2;11;21;65;1795,498
99-Es-241;142;99;546;185;184;177;5,485477178;5,489626556;4,995850622;619,3643833;48;0;3;0;0;40;4;39;17;35;9;38;0;0;2;11;20;66;1803,929
99-Es-242;143;99;547;185;184;178;5,495867769;5,479338843;4,987603306;622,894582;48;0;3;0;0;41;5;39;17;35;9;38;0;0;2;11;19;67;1810,841
99-Es-243;144;99;548;185;184;179;5,485596708;5,489711934;4,979423868;626,435514;48;0;3;0;0;42;6;39;17;35;9;38;0;0;2;11;18;68;1819,132
99-Es-244;145;99;549;185;184;180;5,471311475;5,475409836;4,975409836;631,3643373;48;0;3;0;0;43;7;39;17;35;9;38;0;0;1;12;18;68;1825,954
99-Es-245;146;99;550;185;184;181;5,485714286;5,489795918;4,971428571;636,3349877;48;0;3;0;0;44;8;39;17;35;9;38;0;0;0;13;18;68;1833,616
99-Es-246;147;99;551;185;185;181;5,487804878;5,471544715;4,971544715;640,8480058;48;0;3;0;0;45;9;39;17;35;9;38;0;0;0;13;17;69;1840,227
99-Es-247;148;99;552;185;186;181;5,48582996;5,489878543;4,971659919;645,3904026;48;0;3;0;0;46;10;39;17;35;9;38;0;0;0;13;16;70;1847,589
99-Es-247-m ;148;99;552;186;185;181;5,469635628;5,473684211;4,971659919;645,3610704;48;0;3;0;0;46;10;39;17;35;9;38;0;0;0;13;16;70;1847,589
99-Es-248;149;99;553;186;186;181;5,467741935;5,491935484;4,971774194;649,8994622;48;0;3;0;0;47;11;39;17;35;9;38;0;0;0;13;15;71;1853,97
99-Es-249;150;99;554;187;186;181;5,485943775;5,489959839;4,97188755;654,4457966;48;0;3;0;0;48;12;39;17;35;9;38;0;0;0;13;14;72;1861,162
99-Es-250;151;99;555;187;187;181;5,48;5,472;4,972;659,1703937;48;0;3;0;0;49;13;39;17;35;9;38;0;0;0;13;13;73;1867,183
99-Es-250-m ;151;99;555;187;187;181;5,492;5,508;4,972;659,1936618;48;0;3;0;0;49;13;39;17;35;9;38;0;0;0;13;13;73;1867,183
99-Es-251;152;99;556;187;188;181;5,486055777;5,490039841;4,972111554;663,9326317;48;0;3;0;0;50;14;39;17;35;9;38;0;0;0;13;12;74;1873,973
99-Es-252;153;99;557;188;188;181;5,468253968;5,484126984;4,972222222;668,6549314;48;0;3;0;0;51;15;39;17;35;9;38;0;0;0;13;11;75;1879,266
99-Es-253;154;99;558;189;188;181;5,486166008;5,490118577;4,972332016;673,4194518;48;0;3;0;0;52;16;39;17;35;9;38;0;0;0;13;10;76;1885,614
99-Es-254-m 0,084 MeV;155;99;559;189;189;181;5,496062992;5,472440945;4,972440945;678,5585401;48;0;3;0;0;53;17;39;17;35;9;38;0;0;0;13;9;77;1890,624
99-Es-254;155;99;559;189;189;181;5,476377953;5,507874016;4,972440945;678,5613897;48;0;3;0;0;53;17;39;17;35;9;38;0;0;0;13;9;77;1890,708
99-Es-255;156;99;560;189;190;181;5,48627451;5,490196078;4,97254902;683,7151198;48;0;3;0;0;54;18;39;17;35;9;38;0;0;0;13;8;78;1896,682
99-Es-256;157;99;561;190;190;181;5,46875;5,5;4,97265625;688,84931;48;0;3;0;0;55;19;39;17;35;9;38;0;0;0;13;7;79;1901,652
99-Es-256-m ;157;99;561;190;190;181;5,50390625;5,48046875;4,97265625;688,8619228;48;0;3;0;0;55;19;39;17;35;9;38;0;0;0;13;7;79;1901,652
99-Es-257;158;99;562;191;190;181;5,486381323;5,490272374;4,972762646;694,0107782;48;0;3;0;0;56;20;39;17;35;9;38;0;0;0;13;6;80;1907,514
99-Es-258;159;99;563;191;191;181;5,472868217;5,472868217;4,972868217;699,6925793;48;0;3;0;0;57;21;39;17;35;9;38;0;0;0;12;7;80;1912,285
100-Fm-242;142;100;550;186;186;178;5,5;5,5;5;623,6730109;49;0;2;0;0;40;4;38;16;36;10;38;0;0;2;12;20;66;1806,658
100-Fm-243;143;100;551;186;186;179;5,510288066;5,489711934;4,991769547;627,2005103;49;0;2;0;0;41;5;38;16;36;10;38;0;0;2;12;19;67;1813,87
100-Fm-244;144;100;552;186;186;180;5,5;5,5;4,983606557;630,7440787;49;0;2;0;0;42;6;38;16;36;10;38;0;0;2;12;18;68;1822,202
100-Fm-245;145;100;553;186;186;181;5,485714286;5,485714286;4,979591837;635,6870629;49;0;2;0;0;43;7;38;16;36;10;38;0;0;1;13;18;68;1829,073
100-Fm-246;146;100;554;186;186;182;5,5;5,5;4,975609756;640,6435737;49;0;2;0;0;44;8;38;16;36;10;38;0;0;0;14;18;68;1837,205
100-Fm-247;147;100;555;186;187;182;5,502024291;5,481781377;4,975708502;645,1636016;49;0;2;0;0;45;9;38;16;36;10;38;0;0;0;14;17;69;1843,836
100-Fm-247-m ;147;100;555;186;187;182;5,497975709;5,518218623;4,975708502;645,1636016;49;0;2;0;0;45;9;38;16;36;10;38;0;0;0;14;17;69;1843,836
100-Fm-248;148;100;556;186;188;182;5,5;5,5;4,975806452;649,6989588;49;0;2;0;0;46;10;38;16;36;10;38;0;0;0;14;16;70;1851,582
100-Fm-249;149;100;557;187;188;182;5,481927711;5,502008032;4,975903614;654,2190328;49;0;2;0;0;47;11;38;16;36;10;38;0;0;0;14;15;71;1857,939
100-Fm-250;150;100;558;188;188;182;5,5;5,5;4,976;658,7543439;49;0;2;0;0;48;12;38;16;36;10;38;0;0;0;14;14;72;1865,557
100-Fm-250-m ;150;100;558;187;189;182;5,476;5,484;4,976;658,9527622;49;0;2;0;0;48;12;38;16;36;10;38;0;0;0;14;14;72;1865,557
100-Fm-251;151;100;559;188;189;182;5,494023904;5,482071713;4,976095618;663,4905731;49;0;2;0;0;49;13;38;16;36;10;38;0;0;0;14;13;73;1871,715
100-Fm-252;152;100;560;188;190;182;5,5;5,5;4,976190476;668,2411769;49;0;2;0;0;50;14;38;16;36;10;38;0;0;0;14;12;74;1878,957
